Include Group	Group Name	Combine	Platform-Type-OS-Version	Name	Location	Environment	Test Data
Yes	VerifyHBBStatsNotPresentOnComfortSettings		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_HBB,SINGLE_LOCATION_SINGLE_DEVICE'"
No	VerifyStartAndEndDate		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	VerifyGuideMessage		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	VerifyDateInputs		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	VerifyTimeAndDateBoundaryConditionsForNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	VerifyTimeAndDateBoundaryConditionsForEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	VerifyVacationDefaultSetPoints		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	VerifyHBBStatsNotPresentOnComfortSettings		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_HBB,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	WeatherforecastNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	WeatherforecastEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	WeatherforecastNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	WeatherforecastEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	ViewTimeschedulePrimarycardNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	ViewTimescheduledefaultNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	ViewTimescheduleIndividualdaysNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	EditTimescheduleTemperatureNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	EditTimescheduleTemperatureEverydayAutochangeoverEnabledNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	EditTimescheduleTimeformatNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	EditTimescheduleOverlapTwoPeriodsNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	CancellingDeleteperiodNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	EditTimescheduleDeletingperiodNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	EditTimescheduleDeletingallperiodNA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	ViewTimeschedulePrimarycardNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	ViewTimescheduledefaultNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	ViewTimescheduleIndividualdaysNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	EditTimescheduleTemperatureNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	EditTimescheduleTemperatureEverydayAutochangeoverEnabledNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	EditTimescheduleTimeformatNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	EditTimescheduleOverlapTwoPeriodsNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	CancellingDeleteperiodNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	EditTimescheduleDeletingperiodNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
No	EditTimescheduleDeletingallperiodNA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_NA,SINGLE_LOCATION_SINGLE_DEVICE,BASIC_SETTINGS'"
Yes	ViewTimeschedulePrimarycardEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	AddTimeschedulePeriodEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	DeleteTimeschedulePeriodGroupedDaysEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	DeleteTimeschedulePeriodIndividualDaysEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	EditEndtimeTimeschedulePeriodEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	EditEndtimeEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	ViewTimescheduleGroupedDaysEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	ViewTimescheduleIndividualdaysEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	EditTimescheduleTemperatureEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	EditTimescheduleTimeformatEMEA		Android-Device-Android-6.0	Samsung Galaxy S6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	ViewTimeschedulePrimarycardEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	AddTimeschedulePeriodEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	DeleteTimeschedulePeriodGroupedDaysEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	DeleteTimeschedulePeriodIndividualDaysEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	EditEndtimeTimeschedulePeriodEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	EditEndtimeEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	ViewTimescheduleGroupedDaysEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	ViewTimescheduleIndividualdaysEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	EditTimescheduleTemperatureEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
No	EditTimescheduleTimeformatEMEA		IOS-Simulator-IOS-9.3	iPhone 6	SauceLabs	Production	"AcquisitionType=Automatic, Tags='REFACTOR_PROD_JASPER_EMEA,SINGLE_LOCATION_SINGLE_DEVICE'"
Yes	GeofenceMonitoringForVariousCombination		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Production	"AcquisitionType=Specific, TestData='USERID=plat_test1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6315'"
Yes	GeofenceMonitoringForVariousCombination		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Production	"AcquisitionType=Specific, TestData='USERID=plat_test1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6315'"
Yes	UserShouldnotRemovedfromGangExtra		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Production	"AcquisitionType=Specific, TestData='USERID=plat_test1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6315'"
Yes	UserShouldnotRemovedfromGangExtra1		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Production	"AcquisitionType=Specific, TestData='USERID=plat_test1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6315'"
Yes	UserShouldnotRemovedfromGangExtra2		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Production	"AcquisitionType=Specific, TestData='USERID=plat_test1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6315'"
Yes	StatShouldnotParticipateGeofenceMonitoring		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Production	"AcquisitionType=Specific, TestData='USERID=plat_test1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6315'"
Yes	StatShouldnotParticipateGeofenceMonitoringMultipleStat		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Production	"AcquisitionType=Specific, TestData='USERID=jasperna_4@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=Stat 6288,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
No	motionDetection_verifyZonesSensitivityLevel		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Chil Das(Test)	"AcquisitionType=Specific, TestData='USERID=dastest1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Apollo,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
No	motionDetection_chooseZones		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Chil Das(Test)	"AcquisitionType=Specific, TestData='USERID=autotest2@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Apollo,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
Yes	motionDetection_chooseZones		IOS-Simulator-IOS-9.3	iPhone 6	Local	Chil Das(Test)	"AcquisitionType=Specific, TestData='USERID=autotest2@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Apollo,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
No	motionDetection_verifyZoneSensitivityLevel		IOS-Simulator-IOS-9.3	iPhone 6	Local	Chil Das(Test)	"AcquisitionType=Specific, TestData='USERID=dastest1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Apollo,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
No	motionDetection_retainZoneSelected		IOS-Simulator-IOS-9.3	iPhone 6	Local	Chil Das(Test)	"AcquisitionType=Specific, TestData='USERID=autotest2@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Apollo,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
No	motionDetection_retainZoneSelected		Android-Device-Android-6.0	Samsung Galaxy S6	Local	Chil Das(Test)	"AcquisitionType=Specific, TestData='USERID=autotest2@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Apollo,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
Yes	motionDetection_retainZoneSelected		IOS-Simulator-IOS-9.3	iPhone 6	Local	Chil Das(Test)	"AcquisitionType=Specific, TestData='USERID=dastest1@grr.la,PASSWORD=Password1,LOCATION1_NAME=Home,LOCATION1_DEVICE1_NAME=My Apollo,LOCATION2_NAME=Office,LOCATION2_DEVICE1_NAME=Stat 6290,LOCATION2_DEVICE2_NAME=Stat 6236'"
